5000 30000
1256 1989 3
4738 1596 8
2348 1405 4
497 690 3
4539 4886 2
3441 2425 5
1510 368 2
1551 2953 9
4385 167 1
3333 1653 10
5 28 8
3393 4787 3
330 270 3
2900 641 9
4000 4989 2
1103 736 2
4053 3715 9
5000 1381 10
4596 251 10
1292 4043 10
1914 4071 7
1435 280 6
1652 1048 7
4574 417 1
1793 132 9
4747 3807 5
57 1707 1
408 800 10
849 3292 5
4089 1067 3
3524 2221 5
2727 4221 4
1251 4286 2
863 2049 7
2842 435 5
2475 3775 3
2993 4557 8
411 2740 4
4921 2109 1
384 547 4
1017 2923 7
2070 3574 7
4016 1038 2
1101 3167 4
3999 2158 4
146 3984 6
4076 2573 1
3788 1036 1
3770 97 1
3443 869 1
3840 1194 8
3523 1566 2
4357 957 4
1635 286 8
2316 1475 8
225 4149 5
4529 1472 5
3892 3354 6
898 937 4
1852 3321 2
1922 934 9
1769 2677 10
1172 3590 8
185 2666 8
1304 4646 1
1982 1154 9
1571 4737 9
253 878 5
1303 2208 1
2040 20 4
196 461 8
4644 3751 1
3760 3877 9
2759 1994 1
4052 669 1
991 3500 6
3425 3311 5
1154 3625 6
2798 3428 6
4338 271 2
1532 1362 3
1674 4767 5
2618 2380 7
4886 631 2
4276 1634 3
348 2733 8
1185 1061 2
4083 1199 6
1613 158 8
1929 156 1
999 4215 8
1626 1047 9
420 2124 8
2583 172 1
1464 3763 6
1402 2817 7
1557 886 8
956 257 6
373 2454 6
1720 3872 1
4244 1461 3
1593 4879 1
4001 2702 4
635 708 6
2830 613 1
2661 1761 1
400 2018 10
1159 921 8
1057 3873 6
2572 4052 5
3416 2612 6
2626 753 6
2738 1135 2
1023 3233 2
3171 1434 8
4334 911 8
4134 1806 2
3876 2251 1
435 2836 5
3093 2086 7
2131 966 10
432 422 6
199 2736 8
1346 529 10
1168 471 6
4835 1209 7
1774 1628 6
3807 2445 4
1594 742 4
3116 2797 9
730 4618 6
194 2996 5
2505 2334 4
1182 4807 10
719 386 5
2014 4315 6
2347 1795 8
2131 4283 4
2988 3300 1
2278 1167 4
4095 379 2
2127 3857 8
201 3380 7
875 4011 2
4548 1888 6
280 4685 10
1218 27 4
89 3213 10
1148 1872 10
2372 3650 9
2731 1875 1
391 1547 9
4164 1447 8
138 2454 8
748 3969 5
1901 1152 5
437 3743 1
2908 4156 7
3271 345 4
4418 4068 6
4992 3654 3
717 2702 1
1529 4614 2
3806 4091 6
3757 2305 6
1231 4162 6
1830 1568 10
323 3916 5
957 4398 2
4519 1456 1
4152 83 1
2683 37 10
650 4063 4
2557 4577 10
681 2725 8
4198 789 9
260 1637 2
2934 4097 5
1582 1023 1
4650 2874 3
677 3090 10
995 4144 3
2295 3679 6
927 3533 7
2463 2467 10
943 46 4
2301 1580 4
2914 668 1
3716 3868 1
1196 3182 3
380 3507 2
906 1654 10
4231 2910 4
2942 2692 7
1297 945 5
3345 292 10
2657 3014 3
2172 250 1
3766 2505 4
4460 302 7
679 3176 7
4571 1200 10
3100 3055 7
2750 3932 6
3051 315 8
444 4618 1
3944 1910 1
2289 3278 2
3768 1173 6
3864 1399 1
961 4103 9
942 3598 1
602 2482 10
1523 591 2
3840 794 5
311 3445 10
3541 968 4
2974 3012 8
4154 3816 10
2746 4124 4
2941 2470 2
2937 3165 9
3547 4513 1
3295 3388 1
4086 2877 3
3136 3743 5
3204 3 9
4413 872 5
2005 3031 8
1052 4478 6
4519 1492 6
3977 1250 10
3591 1727 5
4493 763 9
4216 3561 8
1592 4851 3
609 4760 5
2917 2030 8
1797 935 7
2734 655 6
3496 138 3
416 3613 2
4530 4065 2
1167 2456 4
250 2929 5
202 2254 10
3103 2267 8
966 899 4
2813 1135 4
4985 2194 9
3011 4046 2
3491 4936 2
4263 3100 5
1916 859 5
1478 4963 4
1730 3902 1
2701 165 3
4875 624 3
593 533 9
1345 4630 8
4352 618 3
2696 3965 2
3105 2793 1
241 983 1
2373 3660 3
2886 2345 9
3756 4760 7
2056 4859 6
4085 3878 9
2648 2803 6
379 768 2
1005 3008 8
4005 946 7
3556 1021 2
3801 3600 2
4028 3281 3
2630 311 7
2665 3036 4
2378 4810 8
3740 2494 5
2992 1536 9
958 2223 2
216 757 8
3751 1585 4
282 4008 6
4693 3190 3
2203 2962 5
3706 2043 10
518 764 6
359 1357 8
1448 1397 1
3909 1503 5
2003 969 7
1936 2169 1
4564 4408 8
4740 174 9
3075 895 5
813 2474 9
920 2701 3
726 3851 3
686 2149 6
621 4267 1
1311 3882 7
4388 2943 9
2686 1558 2
22 1622 7
2694 513 4
4198 3808 3
502 1363 2
4552 1483 7
2219 480 3
4066 3510 9
2389 747 7
3502 986 7
4522 325 1
3094 919 10
1120 4832 5
3908 3960 9
4244 3117 2
4607 3644 3
3574 139 10
1483 2223 5
3393 3814 7
2218 1491 1
2637 666 1
756 4953 4
4960 842 4
2386 1478 7
3502 4199 7
732 399 7
1244 783 3
690 2324 4
4605 2676 10
3364 1692 8
2242 2020 3
3597 1751 7
4229 3782 8
4635 3280 10
2537 2198 8
620 4070 10
305 823 6
2583 3546 3
3665 1227 8
263 676 7
4381 2887 7
2689 2397 1
1551 942 8
3126 4313 8
2270 2677 8
512 2143 5
1608 1004 10
2170 448 2
4048 3137 1
2073 1598 4
924 1885 3
3511 2425 6
1455 1526 3
612 3357 1
845 334 6
4908 4000 2
2601 4350 8
2561 4694 10
976 830 10
1541 1374 3
3714 1029 5
3484 4992 8
4612 2359 7
1160 4934 6
4455 4433 9
2454 1043 2
4298 1702 9
438 4699 8
464 4817 5
1254 2585 10
2084 1582 8
236 3240 9
712 925 10
3287 1391 1
2104 4225 8
3657 4280 6
3983 1575 1
1002 3053 1
398 1472 9
4250 1720 3
874 1848 3
3415 43 6
1481 4836 1
372 2738 10
105 1756 1
4039 3061 9
867 397 7
1385 1059 9
4913 3202 2
381 4424 1
2701 946 3
1070 2160 3
3404 1934 5
4134 950 3
3117 1882 8
259 4445 6
4254 1409 2
462 2054 2
1353 1658 7
68 1926 6
850 1402 7
1140 3832 5
3331 1502 10
4775 1361 7
957 606 4
1456 1696 5
1622 1373 2
3767 1164 9
3488 1949 6
2418 481 5
1672 2567 10
1591 2635 3
1356 2206 7
422 2444 2
2144 1474 8
3050 925 10
1682 2030 4
1887 4385 7
859 3973 9
2089 193 1
49 388 1
200 2446 8
1945 428 8
4110 907 8
4443 2048 8
4010 4294 2
4014 3005 10
3664 4219 8
4578 916 10
4802 3948 10
1718 4816 4
4663 2047 2
552 2794 10
3362 2695 7
4288 221 3
2562 2184 10
1988 3216 3
283 2528 5
183 3706 9
734 372 8
1700 4456 9
2344 2323 8
3581 2148 8
2290 354 8
3399 156 9
3238 1947 8
4633 1263 6
3832 1619 8
3498 4410 5
1082 2289 9
3747 1048 5
3573 383 3
4911 4388 3
490 2638 6
3878 3155 10
1459 2742 4
657 3258 8
2352 1623 4
3509 2952 4
4798 2409 3
2515 4707 1
1316 2610 10
817 2354 5
3110 4192 2
2873 4209 4
2352 4222 3
3394 706 6
1861 1533 7
4583 1123 5
3089 1895 6
3044 2665 8
1112 144 7
1513 1145 3
4980 1115 9
1997 732 2
1794 1253 6
4971 3258 7
630 487 9
2541 3252 9
974 1212 10
4850 3425 10
793 1909 6
716 342 2
812 4831 8
3075 3689 8
1115 2138 2
3306 359 4
4888 4554 10
1243 542 6
2248 4179 7
2676 1612 4
1670 3078 4
4679 2310 10
2770 489 3
1482 1728 1
3570 854 2
4798 4486 6
3086 3102 2
1809 1894 8
1054 2215 6
1275 9 8
1818 1598 1
2334 4809 9
724 4857 10
1735 3758 2
4534 4569 7
3816 881 1
671 3155 10
2407 1848 8
1600 487 8
2402 2144 1
2004 4999 3
3714 2763 4
4036 254 6
3439 1541 5
1134 953 8
2646 2861 4
1098 4105 4
2447 1161 9
3202 4366 9
156 1874 6
4561 609 3
4769 3680 8
2407 2811 4
3825 4868 5
1092 521 10
650 3817 2
2401 1827 1
3062 1627 8
3852 1429 10
2253 2528 7
1415 4022 1
739 3328 1
878 1691 7
4820 4586 1
3059 3415 9
928 967 2
2989 37 2
262 3890 1
145 333 3
1572 4038 2
4306 933 9
393 2228 5
419 572 9
2281 272 9
2138 1738 10
147 1375 5
1988 2612 9
1792 2550 5
2464 491 7
388 2568 6
1179 3035 5
562 2160 1
2932 4202 1
2374 4820 3
793 1871 4
4999 3535 4
676 2738 6
431 1853 10
237 271 10
850 1630 4
3481 940 1
3470 4016 4
1567 2659 3
1709 81 1
3837 487 6
213 3261 10
1412 3089 1
1865 3374 4
3946 1743 4
4743 2560 1
3257 1810 7
2233 4019 10
1069 4064 9
1795 678 6
682 1124 10
4728 4031 1
4204 418 1
95 4236 3
3173 2889 6
352 645 4
861 4271 2
1392 1172 2
98 3712 10
2077 4926 4
2617 1188 2
1865 4432 2
2428 4739 7
4386 2773 7
2305 1589 1
3115 1956 2
3678 2178 7
26 4120 8
1887 780 10
2460 2038 4
255 3582 2
1289 884 2
1190 90 6
4563 2753 7
2815 1216 5
3772 3505 1
1549 1855 4
531 2889 1
3702 291 10
3687 2064 9
1673 376 3
2598 2024 5
4298 2679 3
3911 746 4
419 527 8
797 2090 8
2377 1848 6
4927 4418 1
1633 1679 3
2133 918 8
2207 686 9
3534 1700 5
1648 1368 7
1804 3421 9
801 2343 6
2697 3127 10
1994 3616 9
92 2063 2
826 835 6
4973 3417 10
1756 4731 8
2248 4315 6
1342 3694 6
3880 3593 9
362 1397 9
1861 102 4
2500 731 5
89 818 8
2182 4413 5
3619 2919 2
4761 4927 6
1365 1221 1
62 4693 3
132 3146 7
3738 4092 7
2437 2351 6
1509 399 9
3556 107 4
4640 3232 2
2716 613 2
4820 4970 10
1154 1940 10
4027 541 10
2981 2636 6
833 254 6
3382 1427 2
4519 362 8
4012 149 7
1616 1388 6
2932 765 7
1291 666 9
988 768 10
1857 1219 5
1880 1230 1
1044 3580 3
2250 4912 8
4009 790 5
739 1932 4
2740 2403 1
704 1695 10
4381 866 3
1021 1658 6
368 4623 1
228 2314 7
4875 1791 1
2435 4346 6
2978 4820 2
1058 2175 1
3746 4084 6
164 2190 6
123 1 8
1520 4821 9
4085 2424 4
1639 2889 1
276 996 5
2145 2580 2
4828 2998 1
511 4056 2
2311 2621 5
245 3239 1
3275 194 8
2842 4542 8
649 3928 9
350 2119 2
1501 1610 2
1965 2439 8
1233 3575 2
1462 1552 1
2875 3447 8
4469 524 8
4006 368 7
4720 2217 9
1153 1764 5
1314 4081 2
4045 4730 4
4140 551 9
1146 774 10
1653 2746 2
4730 4918 6
815 3242 1
1716 1965 10
3972 1516 3
1873 2100 2
4739 3716 6
3862 3881 2
1948 4138 4
485 4300 10
2507 1078 6
3832 4393 6
2591 3958 6
256 3231 7
3906 4573 8
1003 2417 9
669 3922 4
1514 173 2
1788 4804 3
2778 842 8
832 1871 8
3366 3232 6
4949 1843 8
3472 566 6
3731 2741 8
3811 521 8
457 2623 5
2123 1140 10
795 4972 3
4432 4281 4
1492 611 10
3601 4002 7
4569 585 10
443 3971 5
892 2735 1
1081 4601 8
1590 4460 10
4755 3153 4
3068 3976 3
1669 4133 1
81 4577 10
4611 1068 8
4226 2368 2
3590 3333 7
1118 2516 4
90 2217 3
2571 2406 1
2991 3160 7
2439 626 6
4168 2320 8
3245 1392 5
1622 98 5
599 4421 7
1250 3014 5
1742 4119 1
3167 4373 3
1077 1104 5
2865 430 2
2684 83 7
1923 2131 3
2854 2315 9
824 4292 1
1277 1023 8
2201 2091 9
3679 760 4
300 2699 9
2992 304 1
2515 2194 7
649 1670 8
2056 1535 2
571 594 4
259 2837 6
1446 4285 8
1888 4749 10
2215 1547 9
3158 4964 2
3076 1547 9
2597 1050 7
3881 539 1
2129 1321 6
511 422 9
930 1122 8
1882 3075 5
1746 1361 3
2180 953 10
2118 906 3
3170 28 10
2330 347 1
2003 4948 1
3386 2192 1
921 4227 5
1265 4743 2
3069 63 9
1565 4994 9
3622 3628 10
2762 2217 3
47 2982 3
989 1885 10
2500 4755 3
2768 2351 1
2574 298 6
1648 3767 8
1377 2410 5
2079 1831 9
3323 695 3
2515 1623 10
2297 1710 1
2136 2460 3
3705 2674 3
4754 3723 7
4379 3316 2
463 1819 4
725 268 10
3393 162 6
1307 3508 1
710 2329 7
1974 4372 3
2249 3036 8
1160 2300 8
2183 2760 1
3877 2033 6
4094 3503 8
599 1080 2
1405 4162 5
4111 4207 1
1191 836 9
416 3039 7
795 2045 5
449 2619 4
703 681 8
3479 1825 3
4673 2320 9
2043 697 1
4291 3888 2
2982 503 7
3203 2284 8
3168 821 6
965 801 4
2281 2347 4
1203 3015 2
4805 3489 2
352 140 10
139 1161 6
2506 2830 6
3025 1174 1
3580 857 9
2111 3277 2
3314 337 5
708 781 3
1347 819 1
3241 1438 7
1951 1907 6
939 4167 3
211 2658 8
4135 1362 9
4678 747 9
4139 1707 2
3287 2713 5
1914 4955 4
2045 3029 7
765 2392 8
1369 2768 5
282 1410 5
1069 4525 8
4761 258 4
3098 2387 9
177 4803 4
4933 3621 8
310 2337 6
445 1995 8
4191 408 8
1049 1852 1
1432 3088 6
1071 4420 8
598 4505 5
1393 4089 5
1995 4803 5
555 223 10
3567 4892 2
3206 4593 1
4064 556 4
3700 1584 9
4773 4025 8
4482 1342 3
3142 2119 4
2395 3018 7
392 2721 1
3429 3961 5
107 1027 6
2627 2970 1
3973 615 4
3113 418 4
4819 2371 4
883 730 1
404 3638 3
3110 2726 2
2456 2342 2
1300 1200 2
1123 3548 9
4966 1288 2
4251 267 6
131 2750 5
1498 2006 9
3976 443 6
1899 1536 10
3711 4899 8
2494 2630 5
3262 822 10
2395 2939 1
3814 3107 8
4698 26 6
4577 4481 5
4817 2810 8
1485 4106 6
1179 1654 6
87 3408 8
1772 168 7
1110 1311 1
2451 4732 1
1083 678 10
2222 1600 6
270 934 6
281 4034 7
829 4413 7
2771 3286 10
3646 1678 4
3326 2260 5
794 4163 3
113 1275 1
4481 4246 5
4044 4987 1
694 4527 10
1368 4753 10
3471 3442 6
1890 2413 7
2297 4363 7
1076 400 10
2425 1898 6
3699 3126 3
640 4276 3
857 1951 8
430 4421 3
3209 2815 8
4932 4025 4
3463 2622 3
1997 1914 4
3484 2533 9
1007 1473 3
1063 1554 8
2786 1560 7
3143 1133 3
2141 2945 2
1716 2129 1
3461 150 4
2357 845 4
1186 76 10
493 449 7
3329 1093 3
2744 1262 8
4130 4644 6
2042 660 2
3882 1358 8
2762 1216 10
1437 3064 5
446 3293 1
4882 2278 2
2273 1597 5
4404 1062 4
4324 2752 7
1485 2185 4
4381 826 1
2446 28 6
1421 3862 9
138 4678 9
3251 1555 1
2319 1889 4
2058 2112 8
2116 2215 7
1079 4878 7
875 4930 5
2117 1334 4
2593 3389 5
677 890 2
3886 4682 4
1381 55 8
4034 2842 7
4017 1688 9
2103 2961 8
193 2059 1
1804 4519 7
3801 1018 7
4206 689 10
276 3366 6
326 2655 6
1704 2106 8
3443 3189 8
443 1271 8
3051 2531 6
996 1990 9
1464 3699 6
3564 401 7
281 3440 1
3074 2714 1
601 836 10
3304 281 3
4714 4990 10
961 933 7
3098 1378 8
378 3832 7
1611 1970 6
2885 2984 9
3553 3657 3
680 1915 5
2202 4791 3
3549 1596 6
4141 4449 1
3961 3785 10
1708 3217 4
751 515 3
1198 1339 6
2560 900 1
216 867 4
3626 3833 4
2654 690 4
3408 2699 2
4757 3633 5
4820 1379 10
2655 1676 1
2193 1421 6
4866 1376 7
1166 4647 2
3495 1770 4
1202 1122 5
3863 1397 9
3381 2478 4
1185 1557 8
4824 702 1
1903 4300 10
4458 1407 9
4173 3738 3
295 143 8
368 4051 3
1189 4461 2
2065 4095 10
438 1897 4
4254 1054 7
1166 3307 10
4041 3214 7
2064 999 8
3020 1932 2
2036 4589 8
2477 1113 6
1848 3180 9
676 4113 10
794 1706 6
3881 2680 4
2749 3465 5
1008 2310 1
2199 2761 4
4178 1863 5
3399 1601 8
4256 518 8
4029 321 1
519 2715 6
3440 1963 10
1326 4403 2
1732 3189 4
3901 303 1
4479 2511 5
3720 3849 7
2775 4287 3
759 4322 6
1401 1068 5
3398 545 2
3880 1923 10
829 3708 3
1417 1161 3
3428 3065 2
2689 238 10
3571 4889 10
482 345 7
161 1626 5
1259 2256 3
181 2605 6
259 4156 10
4568 1066 4
2562 1335 1
1681 4329 4
3938 4747 2
3030 380 1
4528 525 7
44 2573 5
4708 2555 5
580 2261 4
585 2228 10
3641 3078 3
2501 3709 1
2423 3856 5
2928 2929 7
4223 3443 1
403 2140 10
381 3780 9
4696 3350 3
3617 3123 7
4312 4208 3
3058 3293 10
1141 1835 6
2259 3217 2
2120 242 7
4836 4545 10
957 1303 9
4955 1954 1
3335 1976 1
979 1388 1
1866 4098 9
4942 462 9
4631 2507 3
4244 4134 8
3705 3038 5
4316 1254 2
873 4358 8
1591 4291 5
4792 3327 3
4213 1422 3
3642 4609 10
774 1740 8
1051 2208 9
2277 116 8
3864 3647 9
2024 4300 9
4064 856 3
3477 3367 7
374 2211 2
1375 1534 8
4916 1532 5
2355 843 6
3972 2594 6
2366 2814 9
1526 3973 8
2397 2132 7
1850 2564 1
630 4813 9
3027 2340 4
1497 4834 3
767 315 5
4602 1753 6
137 2316 4
4320 356 4
1446 4265 8
793 3556 4
2680 136 4
1667 944 4
705 1084 3
3115 1404 3
1574 4295 7
3109 4818 1
664 3749 5
4439 1924 4
2091 2333 10
3619 2419 7
1803 2265 5
2356 4497 4
2836 3907 1
3224 1260 4
2342 2166 6
4925 4615 4
652 1464 5
3821 4524 5
277 3530 2
3385 3845 6
1416 3120 2
1977 454 3
625 1136 6
1163 3254 5
2938 3350 1
2581 1359 4
3411 2451 10
3583 2474 2
2417 1886 3
3338 3983 4
1822 47 4
1806 4637 2
1623 2341 8
854 525 4
4914 2980 4
1915 1063 4
3523 404 1
4547 4657 4
4806 2774 9
446 4148 8
4584 3834 9
3706 1524 9
4381 4323 6
760 724 10
310 97 5
1416 4331 2
1133 4333 4
759 1662 10
31 4939 4
3711 3612 10
2452 3056 3
1604 2569 7
2261 678 2
1432 2512 7
868 1852 9
1594 4852 8
643 4029 5
2598 4002 7
1225 3046 3
2825 286 2
3954 3328 6
3413 1295 8
2057 3892 3
4148 1048 7
2957 3525 8
612 1767 2
2163 1303 6
1886 1827 4
3190 1408 1
3273 1627 5
812 2909 9
4171 4813 7
858 4336 9
1355 3072 8
2382 1086 4
2470 2408 1
2076 756 3
701 3043 9
3978 3926 8
1806 1380 9
3166 3446 3
1033 2733 5
2975 3181 6
2630 2155 10
1109 2517 8
353 3121 3
1339 195 9
2516 2422 7
845 1000 4
2557 4340 5
4122 4966 9
121 607 3
1755 1009 6
658 500 8
3086 4424 8
2881 4294 8
4482 24 2
223 1613 8
3214 4348 10
2045 936 2
4888 3137 5
1493 4672 9
298 2193 2
4727 382 7
2459 4464 2
3159 645 3
3150 2553 2
2301 3186 9
2094 4986 2
654 1651 6
2748 2979 4
265 2536 6
2153 3167 8
4802 3382 2
4816 2952 1
3887 2218 4
607 1662 2
262 352 2
4278 66 3
3255 1612 7
2465 585 1
706 2427 10
1343 2579 9
2845 834 5
1196 2074 7
3110 1902 6
2717 2619 7
1807 943 3
1520 2333 1
3973 1647 2
4850 1379 1
4295 3152 6
1297 4736 3
2808 4296 10
56 1554 1
2193 688 10
2913 3463 10
2323 1933 1
53 4693 10
2957 4221 5
2693 2972 2
2781 4901 2
1725 1947 1
2608 4499 7
2230 1679 4
115 4462 7
269 1849 9
3455 4359 9
1236 609 6
2373 1607 6
3262 2187 3
2950 1439 1
335 494 2
1373 1889 3
383 1219 8
1263 2049 2
487 4211 6
3508 758 5
1701 2342 5
1766 3162 8
836 646 8
2767 860 7
3807 396 6
2356 1376 10
696 3125 10
3281 1492 5
982 2576 7
921 3394 3
4428 3048 3
4834 334 8
2483 4977 8
2263 2583 10
2960 2674 9
3280 4096 5
2596 3103 1
739 2772 2
3928 1253 1
3148 2287 4
2120 4161 2
4535 1090 6
3540 3470 5
2063 2005 6
4273 165 2
1166 447 9
4574 3136 4
2198 2060 7
4761 496 10
2991 2852 7
1201 3420 2
3747 1114 8
4896 2576 3
1796 952 7
2881 2081 1
2517 2350 6
1686 3672 10
1140 1035 1
3662 767 8
3138 3810 5
1916 3124 7
3999 1229 8
3429 1322 10
2219 50 5
320 2381 10
3162 1792 10
3121 3132 5
2512 3795 10
3921 4374 2
3603 1852 2
3685 3859 3
2853 2808 8
4712 2375 3
446 4674 1
3662 4364 3
4404 458 9
704 496 3
3977 547 5
3447 615 4
1900 1382 6
1791 3754 6
3531 2218 10
2213 4013 10
2650 811 7
4565 194 6
2443 2680 7
2853 686 10
215 2156 6
37 1678 4
2376 3463 7
1906 1744 10
4529 3755 8
803 21 1
484 289 9
3323 1620 10
4317 4296 7
2772 1849 4
414 2889 7
3997 1698 10
2765 120 2
1668 1040 3
3343 2906 2
2158 2855 2
1493 4385 6
108 483 7
1324 1056 8
578 3493 9
1396 4670 3
1123 3725 7
1725 2020 10
4433 4195 8
1441 3470 5
1504 303 3
741 2180 1
225 3614 7
970 946 3
917 1115 3
755 3474 3
2400 1903 3
1164 958 5
4741 4159 1
2911 1980 7
4437 142 1
1535 3696 9
3529 4139 2
1471 3965 9
1200 903 2
2049 2087 4
1768 366 3
2740 58 7
3710 731 5
3254 4142 6
1981 733 4
1912 1631 3
4218 1834 4
1878 4482 4
1934 3445 9
3498 3699 2
3865 1599 10
1967 601 7
3203 1587 3
189 1906 6
2533 4835 2
627 3812 5
1027 1497 4
4828 146 1
309 390 7
4155 3637 5
494 2451 10
2514 2368 7
2387 1403 6
677 4076 1
2166 4593 1
2481 4123 1
3630 594 5
164 3719 4
87 2007 2
1257 1786 9
3897 1363 1
3575 385 5
3562 3115 4
139 2234 7
980 1976 9
2893 4029 10
2877 1742 4
1157 2091 1
1722 244 2
126 1275 3
2605 3262 10
111 4212 5
3163 507 10
1972 235 10
4790 3170 4
2718 1148 9
3123 425 9
4811 839 10
210 1887 7
4425 1043 2
4834 3054 7
4581 2030 1
17 3130 6
2242 1224 7
4590 1785 6
683 1470 9
4705 199 9
943 3876 3
1390 1580 8
3888 2706 2
3414 2504 8
641 575 9
4168 3816 3
1439 3557 8
4899 4016 6
3267 4802 8
2895 3882 10
288 669 8
4242 4170 10
3270 3413 4
205 1069 2
670 2044 8
4489 133 7
4427 1186 3
3711 2048 5
1428 3812 7
606 2147 1
330 754 4
1866 243 9
2656 4321 7
4924 2530 2
2211 3479 10
2304 1398 5
3784 3059 8
3614 4969 3
426 1434 5
1072 2042 7
883 3277 2
1308 4694 10
4968 2206 2
1293 1587 6
2571 23 4
548 2398 6
1927 4989 7
1749 4309 2
3193 2843 8
3548 1262 9
2900 2361 4
3301 4278 7
2672 3743 9
1677 3778 2
3107 326 6
4420 4844 1
1254 4246 9
2050 3531 5
367 198 3
3582 1904 7
2815 900 4
545 77 4
1080 1797 7
338 1570 7
1140 1969 8
369 3217 9
4290 3047 6
1286 2990 7
763 1918 1
53 2671 4
2363 1063 10
2577 862 4
1528 1503 5
881 536 9
2420 3762 2
3674 2953 1
3004 1600 4
1475 274 3
3387 819 7
3360 3052 5
4700 1891 6
3299 1780 10
2703 960 7
2721 1543 8
4741 1721 10
4886 3676 1
4797 3157 7
1103 3411 3
2397 2207 3
3008 3895 6
3666 2736 1
1447 3529 8
541 1019 5
1377 872 2
3993 3717 7
4332 2542 1
13 3903 10
1697 3012 8
3583 1251 7
2645 4245 9
3144 4822 4
2743 524 7
3780 4935 10
763 3861 9
1177 565 10
2190 1148 9
212 2407 9
2237 788 4
4444 2156 2
2514 3139 2
4798 3386 8
1631 4411 2
138 3989 10
1738 1234 10
387 1398 1
1201 4060 3
887 1332 8
982 4866 9
1739 2299 9
2901 3928 9
2933 432 2
571 3169 1
716 2807 7
1043 1461 5
406 785 3
2812 1869 1
2364 3785 4
4392 1526 6
108 4347 6
621 1947 6
1432 4882 1
1148 3821 9
3781 4011 10
4730 169 1
4677 1241 3
339 4118 5
1701 4519 1
1189 1994 7
3678 3990 3
1288 3517 7
2539 4131 3
3464 2585 1
207 1377 8
3949 2451 7
4225 2601 5
4704 1257 4
2089 2621 3
2158 4060 4
1893 328 8
4483 2932 1
2765 975 8
2750 4324 7
540 298 3
2275 4801 9
262 332 10
3938 778 10
673 1767 7
900 4451 3
4921 1570 4
1973 1052 6
2801 4934 6
2643 3791 5
3232 3877 8
1092 1988 9
2459 2749 8
2008 4437 1
3790 3773 2
3628 3339 4
3285 2598 4
3693 4506 8
2741 3038 1
192 108 9
2633 1525 10
2695 3093 5
1862 1313 7
1376 932 8
2225 295 5
4060 520 5
1296 1090 3
4071 4320 9
1008 2486 2
1783 1344 5
3748 242 9
1195 1150 7
139 3355 7
3377 3208 7
3399 4982 1
67 2104 1
3767 2627 9
2400 2890 7
201 2775 2
2748 574 3
12 238 1
988 1047 6
564 155 2
2908 1795 3
353 2555 10
1903 2440 1
824 1389 7
1004 690 6
1657 3672 1
2702 1085 2
206 3832 10
3920 609 2
1998 1594 4
1518 3726 6
3516 2546 6
4728 5 9
3252 352 1
464 895 6
4384 4719 3
1020 928 2
640 2604 6
4449 3696 4
1527 2292 3
4604 3424 6
498 3029 10
691 4309 4
1879 2341 4
4430 1609 2
4576 1983 10
408 1579 10
2706 937 8
2140 1477 10
4741 1172 9
3208 3259 10
4062 2621 7
4325 1834 3
3337 4279 6
4689 4483 2
290 774 7
987 2268 10
321 719 10
3311 1171 4
699 4332 8
4734 612 3
2601 386 10
3653 1972 5
424 4491 9
735 56 5
4193 2386 2
59 1295 10
4545 2332 8
2151 2748 8
2357 3740 1
1456 3164 9
1678 1076 6
1952 1552 7
929 2918 9
4290 2760 9
2038 2747 1
2093 4307 3
1612 9 9
3732 565 10
678 4120 7
1486 4841 7
531 4361 9
2344 404 6
2781 1091 6
3671 1776 1
4745 1489 9
277 2149 8
1597 1987 4
4082 1097 4
1629 4658 7
1106 2402 3
2803 1713 1
3802 1252 8
572 2205 10
4692 2135 4
3810 469 5
874 91 9
2479 3422 5
549 1063 3
3396 272 6
2742 4723 5
727 3276 2
886 1346 1
1818 4450 10
272 3408 10
1287 728 9
271 2490 9
333 2982 4
2021 2992 8
1387 675 8
2516 1176 9
1093 2059 5
1874 906 7
4239 4995 4
226 4497 7
361 132 6
4873 1839 8
1538 1543 8
3219 3750 2
4496 4610 6
9 4360 7
1244 1048 4
4926 1692 6
3615 4600 4
1821 4746 8
3965 2379 2
4867 3640 6
4170 2791 4
308 1583 5
3855 1197 4
2894 3815 4
2136 4100 4
2601 111 2
3406 3550 3
994 4428 3
4994 2568 8
1972 1022 6
4742 4874 4
3520 2858 4
3339 1278 3
4945 998 9
1268 667 2
2616 3700 10
198 1250 6
3071 1839 6
497 4515 4
4712 754 4
563 760 5
4156 549 2
3140 58 8
474 1111 10
1403 2131 2
4935 3939 5
4839 2859 9
171 1920 2
1421 3600 3
87 3318 3
2765 2260 7
4586 1566 8
2969 2674 6
3410 164 10
145 4245 9
4078 2439 8
2085 2519 4
4905 2710 2
3817 1225 8
2444 3177 4
3526 1179 10
4211 1123 3
2772 107 3
2183 3032 9
3289 2852 4
2726 510 4
1089 3771 8
3456 242 5
2441 4326 5
4061 2273 7
17 162 6
4144 1432 2
34 3208 9
1647 1979 3
3135 4210 8
876 4479 7
4006 335 8
2013 3640 3
4166 4930 10
3265 239 2
1864 770 6
3263 3040 10
4419 1992 2
3897 578 7
942 4166 2
4311 3930 10
949 4584 8
2109 256 8
4684 4522 4
2893 1865 1
3473 3453 2
540 4554 7
1238 1102 10
3365 4598 1
2402 4125 1
2658 381 2
1461 2136 1
4527 3719 1
376 3722 2
708 3025 1
1542 3983 6
3046 464 2
